,sentiment,Text,Tokens,Text Length,Word Count,vander_positive,vander_negative,vsentiment,afn_score,afn_sentiment
1797,1,book serving ease feel remorse just wish cheese flavored selections black pepper bestest,"['book', 'serving', 'ease', 'feel', 'remorse', 'wish', 'cheese', 'flavored', 'selections', 'black', 'pepper', 'bestest']",88,13,30.099999999999998,12.1,Very Positive,1.0,Positive
1798,0,husband thought tasted like chips used muncho just,"['husband', 'thought', 'tasted', 'like', 'chips', 'used', 'muncho']",50,8,26.3,0.0,Very Positive,2.0,Positive
1799,0,heard chips thought good alternative regular chips couldn just taste good personally grandmother loved gave rest,"['heard', 'chips', 'thought', 'good', 'alternative', 'regular', 'chips', 'taste', 'good', 'personally', 'grandmother', 'loved', 'gave', 'rest']",112,16,42.699999999999996,0.0,Very Positive,9.0,very Positive
1800,1,taste awesome salt pepper love really healthy packaging really good,"['taste', 'awesome', 'salt', 'pepper', 'love', 'really', 'healthy', 'packaging', 'really', 'good']",67,10,70.7,0.0,Very Positive,12.0,very Positive
1801,1,popchips great alternative need munchie crunchie snack lower calories regular chips portioned controlled especially like barbeque flavor salt pepper flavored popchips,"['popchips', 'great', 'alternative', 'need', 'munchie', 'crunchie', 'snack', 'lower', 'calories', 'regular', 'chips', 'portioned', 'controlled', 'especially', 'like', 'barbeque', 'flavor', 'salt', 'pepper', 'flavored', 'popchips']",166,21,25.4,8.1,Very Positive,5.0,very Positive
1802,1,love popchips hard local grocery stores excited variety pack flavors tried single serve packages right calories piece favorites original salt vinegar sour cream onion flavors good perfect snacks easy lunches definitely order,"['love', 'popchips', 'hard', 'local', 'grocery', 'stores', 'excited', 'variety', 'pack', 'flavors', 'tried', 'single', 'serve', 'packages', 'right', 'calories', 'piece', 'favorites', 'original', 'salt', 'vinegar', 'sour', 'cream', 'onion', 'flavors', 'good', 'perfect', 'snacks', 'easy', 'lunches', 'definitely', 'order']",224,32,49.5,2.9000000000000004,Very Positive,14.0,very Positive
1803,1,popchips excellent snack really like varieties amazon subscription plan save pack month shipped automatically life grand,"['popchips', 'excellent', 'snack', 'really', 'like', 'varieties', 'amazon', 'subscription', 'plan', 'save', 'pack', 'month', 'shipped', 'automatically', 'life', 'grand']",120,16,57.099999999999994,0.0,Very Positive,10.0,very Positive
1804,1,popchips phenomenal unfortunately just readily available retailer near ordering online best especially amazon prime service loved boxes popchips happy daughter healthier snack enjoy receive right doorstep,"['popchips', 'phenomenal', 'unfortunately', 'readily', 'available', 'retailer', 'near', 'ordering', 'online', 'best', 'especially', 'amazon', 'prime', 'service', 'loved', 'boxes', 'popchips', 'happy', 'daughter', 'healthier', 'snack', 'enjoy', 'receive', 'right', 'doorstep']",204,26,43.1,6.1,Very Positive,11.0,very Positive
1805,1,enjoying recent purchase popchips enjoyed flavor choices individual serving bags make easy just right portion serving meals craving snack thanks product jean roth,"['enjoying', 'recent', 'purchase', 'popchips', 'enjoyed', 'flavor', 'choices', 'individual', 'serving', 'bags', 'make', 'easy', 'right', 'portion', 'serving', 'meals', 'craving', 'snack', 'thanks', 'product', 'jean', 'roth']",162,23,39.7,0.0,Very Positive,7.0,very Positive
1806,1,really glad amazon carries better regular chips actually taste good haven flavor didn like probably amazon subscribe feature fairly regularly awesome chips,"['really', 'glad', 'amazon', 'carries', 'better', 'regular', 'chips', 'actually', 'taste', 'good', 'flavor', 'like', 'probably', 'amazon', 'subscribe', 'feature', 'fairly', 'regularly', 'awesome', 'chips']",155,22,56.39999999999999,0.0,Very Positive,14.0,very Positive
1807,1,best chips tasted healthy great flavor lunch yummy,"['best', 'chips', 'tasted', 'healthy', 'great', 'flavor', 'lunch', 'yummy']",50,8,78.3,0.0,Very Positive,11.0,very Positive
1808,0,chips perfect snack having greasy fingers leftover flavors great favorite vinegar salt,"['chips', 'perfect', 'snack', 'greasy', 'fingers', 'leftover', 'flavors', 'great', 'favorite', 'vinegar', 'salt']",86,12,54.50000000000001,0.0,Very Positive,8.0,very Positive
1809,1,great chips taste better need bags,"['great', 'chips', 'taste', 'better', 'need', 'bags']",34,6,63.6,0.0,Very Positive,5.0,very Positive
1810,0,decided good friends raved good idea ordered good price glad didn care concept nice chips crunchy better taste funny funny aftertaste enjoyable slowly mean slowly making brought left received weeks horrible just like forcing throw away haven suggest trying committing bags various yucky flavors,"['decided', 'good', 'friends', 'raved', 'good', 'idea', 'ordered', 'good', 'price', 'glad', 'care', 'concept', 'nice', 'chips', 'crunchy', 'better', 'taste', 'funny', 'funny', 'aftertaste', 'enjoyable', 'slowly', 'mean', 'slowly', 'making', 'brought', 'left', 'received', 'weeks', 'horrible', 'like', 'forcing', 'throw', 'away', 'suggest', 'trying', 'committing', 'bags', 'various', 'yucky', 'flavors']",294,44,50.6,8.799999999999999,Very Positive,27.0,very Positive
1811,0,rave okay think truly craving chips just regular ones,"['rave', 'okay', 'think', 'truly', 'craving', 'chips', 'regular', 'ones']",53,9,40.699999999999996,0.0,Very Positive,0.0,Neutral
1812,1,amazing concept fried baked popped like popcorn product weight watchers regima points love snack morning breakfast lunch taste really good favorite salt vinegar sour cream good,"['amazing', 'concept', 'fried', 'baked', 'popped', 'like', 'popcorn', 'product', 'weight', 'watchers', 'regima', 'points', 'love', 'snack', 'morning', 'breakfast', 'lunch', 'taste', 'really', 'good', 'favorite', 'salt', 'vinegar', 'sour', 'cream', 'good']",176,26,49.8,0.0,Very Positive,17.0,very Positive
1813,0,mildly healthier taste good baked lays having huge chips necessarily healthy ended eating worth just overpriced subscription savings hyped,"['mildly', 'healthier', 'taste', 'good', 'baked', 'lays', 'huge', 'chips', 'necessarily', 'healthy', 'ended', 'eating', 'worth', 'overpriced', 'subscription', 'savings', 'hyped']",138,19,39.5,0.0,Very Positive,9.0,very Positive
1814,0,okay amazing thing good good flavor strong weak crunchy plenty chips just filled greasy makes good snack natural using artificial flavors colors sill plenty grams sour cream flavor expecting tastes like chip regular chips conclusion order finicky stomach fine things taste healthy calories chips fried baked undecided want chips healthy taste natural ingredients make chip different bring definitely snacks like,"['okay', 'amazing', 'thing', 'good', 'good', 'flavor', 'strong', 'weak', 'crunchy', 'plenty', 'chips', 'filled', 'greasy', 'makes', 'good', 'snack', 'natural', 'using', 'artificial', 'flavors', 'colors', 'sill', 'plenty', 'grams', 'sour', 'cream', 'flavor', 'expecting', 'tastes', 'like', 'chip', 'regular', 'chips', 'conclusion', 'order', 'finicky', 'stomach', 'fine', 'things', 'taste', 'healthy', 'calories', 'chips', 'fried', 'baked', 'undecided', 'want', 'chips', 'healthy', 'taste', 'natural', 'ingredients', 'make', 'chip', 'different', 'bring', 'definitely', 'snacks', 'like']",411,60,44.9,5.5,Very Positive,25.0,very Positive
1815,0,love shrimp chips love healthier alternatives thought match heaven flavors strong time huge pepper hard time enjoying salt pepper flavor salt vinegar shudder bite strong vinegar flavor currently lives enjoys types vinegar crisps bleh flavors husband liked sour cream onion didn enjoy want wish good hoopla regarding said bags cabinet months later uneaten needless giving away avoiding,"['love', 'shrimp', 'chips', 'love', 'healthier', 'alternatives', 'thought', 'match', 'heaven', 'flavors', 'strong', 'time', 'huge', 'pepper', 'hard', 'time', 'enjoying', 'salt', 'pepper', 'flavor', 'salt', 'vinegar', 'shudder', 'bite', 'strong', 'vinegar', 'flavor', 'currently', 'lives', 'enjoys', 'types', 'vinegar', 'crisps', 'bleh', 'flavors', 'husband', 'liked', 'sour', 'cream', 'onion', 'enjoy', 'want', 'wish', 'good', 'hoopla', 'regarding', 'said', 'bags', 'cabinet', 'months', 'later', 'uneaten', 'needless', 'giving', 'away', 'avoiding']",384,57,48.699999999999996,4.3,Very Positive,25.0,very Positive
1816,0,expected extremely positive reviews site flavor healty chips reality okay taste strange aftertaste basically flavors chedder salt pepper honestly worst tasting chips just looking great tasting brand chips health list better brands compare chips diet soda regular tell difference immediately sense hate,"['expected', 'extremely', 'positive', 'reviews', 'site', 'flavor', 'healty', 'chips', 'reality', 'okay', 'taste', 'strange', 'aftertaste', 'basically', 'flavors', 'chedder', 'salt', 'pepper', 'honestly', 'worst', 'tasting', 'chips', 'looking', 'great', 'tasting', 'brand', 'chips', 'health', 'list', 'better', 'brands', 'compare', 'chips', 'diet', 'soda', 'regular', 'tell', 'difference', 'immediately', 'sense', 'hate']",301,42,26.6,16.2,Very Positive,0.0,Neutral
1817,1,ordered chips good reviews glad flavors tasty satisfying calories great snack quell hunger crunchy salty goodness killing diet pricier regular chips stops eating just couple really happy favorite chip,"['ordered', 'chips', 'good', 'reviews', 'glad', 'flavors', 'tasty', 'satisfying', 'calories', 'great', 'snack', 'quell', 'hunger', 'crunchy', 'salty', 'goodness', 'killing', 'diet', 'pricier', 'regular', 'chips', 'stops', 'eating', 'couple', 'really', 'happy', 'favorite', 'chip']",200,29,46.300000000000004,15.9,Very Positive,11.0,very Positive
1818,1,trying healthy like love junk food like chips given potato chips french fries quest guilt free sandwich just needs chips great crunch sandwich great snack calories preservatives artificial flavors colors cholesterol grams saturated grams trans gluten free ingredients potato flakes potato starch safflower sunflower rice flour salt great pack school lunch school snack ordered subscription plan case month extra shipment given pack loved came,"['trying', 'healthy', 'like', 'love', 'junk', 'food', 'like', 'chips', 'given', 'potato', 'chips', 'french', 'fries', 'quest', 'guilt', 'free', 'sandwich', 'needs', 'chips', 'great', 'crunch', 'sandwich', 'great', 'snack', 'calories', 'preservatives', 'artificial', 'flavors', 'colors', 'cholesterol', 'grams', 'saturated', 'grams', 'trans', 'gluten', 'free', 'ingredients', 'potato', 'flakes', 'potato', 'starch', 'safflower', 'sunflower', 'rice', 'flour', 'salt', 'great', 'pack', 'school', 'lunch', 'school', 'snack', 'ordered', 'subscription', 'plan', 'case', 'month', 'extra', 'shipment', 'given', 'pack', 'loved', 'came']",442,64,38.6,2.3,Very Positive,20.0,very Positive
1819,0,popchips good great diet snack amazon price nearly double cost costco pack costco,"['popchips', 'good', 'great', 'diet', 'snack', 'amazon', 'price', 'nearly', 'double', 'cost', 'costco', 'pack', 'costco']",81,13,46.5,0.0,Very Positive,6.0,very Positive
1820,0,healthier snack sure salty salt make chips taste better additional calories calories sodium intake chips just wouldn flavoring comes salt,"['healthier', 'snack', 'sure', 'salty', 'salt', 'make', 'chips', 'taste', 'better', 'additional', 'calories', 'calories', 'sodium', 'intake', 'chips', 'flavoring', 'comes', 'salt']",137,20,22.400000000000002,0.0,Very Positive,2.0,Positive
1821,0,really wanted like reviews supernal advertised fried baked advertised healthy plenty flavor flavor just means chip loaded salt looked nutrition facts felt salty discover contains sodium health trying diet food purchase amazon bought search list best seller just couldn chips realize flavour chips individuals tastebuds perfect enjoy chips strong flavor personally enjoy chips taste potato,"['really', 'wanted', 'like', 'reviews', 'supernal', 'advertised', 'fried', 'baked', 'advertised', 'healthy', 'plenty', 'flavor', 'flavor', 'means', 'chip', 'loaded', 'salt', 'looked', 'nutrition', 'facts', 'felt', 'salty', 'discover', 'contains', 'sodium', 'health', 'trying', 'diet', 'food', 'purchase', 'amazon', 'bought', 'search', 'list', 'best', 'seller', 'chips', 'realize', 'flavour', 'chips', 'individuals', 'tastebuds', 'perfect', 'enjoy', 'chips', 'strong', 'flavor', 'personally', 'enjoy', 'chips', 'taste', 'potato']",388,55,34.5,0.0,Very Positive,16.0,very Positive
1822,1,happened item local deli curios decided fabulous better regular chips gives satisfaction crunch flavor potatoe chip great great,"['happened', 'item', 'local', 'deli', 'curios', 'decided', 'fabulous', 'better', 'regular', 'chips', 'gives', 'satisfaction', 'crunch', 'flavor', 'potatoe', 'chip', 'great', 'great']",127,18,57.199999999999996,0.0,Very Positive,12.0,very Positive
1823,0,variety pack different flavors picked ordered subscribe save alternate months cheaper vending machine work chips chips crisp delicious taste salty mmmmmmm good sodium calories chips ample serving unlike calorie snacks almonds crackers chips work lunch guilt salt pepper variety absolutely delicious plain great dipping barbecue flavor salt vinegar sour like type cheddar sour cream onion varieties good just favorites good deal subscribe save chips delivered door individually bagged ready lunch convenient popchips,"['variety', 'pack', 'different', 'flavors', 'picked', 'ordered', 'subscribe', 'save', 'alternate', 'months', 'cheaper', 'vending', 'machine', 'work', 'chips', 'chips', 'crisp', 'delicious', 'taste', 'salty', 'mmmmmmm', 'good', 'sodium', 'calories', 'chips', 'ample', 'serving', 'unlike', 'calorie', 'snacks', 'almonds', 'crackers', 'chips', 'work', 'lunch', 'guilt', 'salt', 'pepper', 'variety', 'absolutely', 'delicious', 'plain', 'great', 'dipping', 'barbecue', 'flavor', 'salt', 'vinegar', 'sour', 'like', 'type', 'cheddar', 'sour', 'cream', 'onion', 'varieties', 'good', 'favorites', 'good', 'deal', 'subscribe', 'save', 'chips', 'delivered', 'door', 'individually', 'bagged', 'ready', 'lunch', 'convenient', 'popchips']",515,72,36.0,2.1999999999999997,Very Positive,23.0,very Positive
